SqFt,Bedrooms,Bathrooms,AgeYears,GarageSpaces,LotSize,OverallQuality,DistanceToCityKm,Neighborhood,SalePrice,RoomsTotal,QualityPerAge
2249.0,1,1.2,3.0,2.0,6176.0,10,11.2,Rural,316729.0,2.2,2.5
2273.0,3,2.2,22.0,3.0,2756.0,4,0.4,Rural,251002.0,5.2,0.17391304347826086
1479.0,2,2.4,7.0,0.0,5125.0,8,1.8,Waterfront,412896.0,4.4,1.0
1708.0,2,1.6,18.0,2.0,5498.0,1,12.6,Suburb,259468.0,3.6,0.05263157894736842
1955.0,5,3.6,18.0,2.0,6371.0,7,10.9,Suburb,344022.0,8.6,0.3684210526315789
1663.0,3,2.9,12.0,2.0,4517.0,6,5.2,Rural,252631.0,5.9,0.46153846153846156
2684.0,3,1.9,36.0,1.0,5349.0,1,0.4,Suburb,374326.0,4.9,0.02702702702702703
2070.0,4,3.7,6.0,0.0,6739.0,4,7.5,Rural,276366.0,7.7,0.5714285714285714
2204.0,2,1.0,12.0,2.0,4123.0,5,4.2,Rural,263781.0,3.0,0.38461538461538464
2165.0,3,3.1,15.0,2.0,5400.0,8,3.0,Rural,319721.0,6.1,0.5
2445.0,3,2.1,22.0,2.0,3495.0,4,8.2,Suburb,349542.0,5.1,0.17391304347826086
1900.0,3,2.2,31.0,2.0,6309.0,3,4.6,Suburb,285762.0,5.2,0.09375
1087.0,5,2.6,10.0,2.0,1656.0,2,0.8,Downtown,235257.0,7.6,0.18181818181818182
2020.0,4,2.7,21.0,2.0,3469.0,4,19.8,Suburb,334563.0,6.7,0.18181818181818182
1442.0,3,1.8,3.0,2.0,3582.0,10,12.1,Downtown,362151.0,4.8,2.5
1509.0,4,2.6,54.0,1.0,4463.0,4,0.5,Suburb,244421.0,6.6,0.07272727272727272
2123.0,2,1.6,10.0,2.0,5572.0,10,6.0,Suburb,379024.0,3.6,0.9090909090909091
2481.0,1,1.6,26.0,2.0,4302.0,5,0.7,Downtown,373671.0,2.6,0.18518518518518517
1812.0,2,1.8,0.0,1.0,2178.0,7,14.5,Suburb,260383.0,3.8,7.0
1970.0,3,2.5,5.0,1.0,5795.0,9,7.6,Downtown,439627.0,5.5,1.5
2736.0,3,1.8,13.0,0.0,9483.0,2,1.5,Downtown,452037.0,4.8,0.14285714285714285
1932.0,4,2.5,42.0,3.0,5917.0,5,0.2,Rural,276892.0,6.5,0.11627906976744186
3231.0,5,4.4,15.0,0.0,7297.0,10,0.3,Suburb,535445.0,9.4,0.625
2111.0,3,1.9,53.0,2.0,6921.0,9,5.7,Downtown,434020.0,4.9,0.16666666666666666
832.0,3,3.1,13.0,1.0,1783.0,3,10.6,Suburb,192704.0,6.1,0.21428571428571427
2214.0,2,1.6,13.0,1.0,5330.0,1,1.0,Rural,249238.0,3.6,0.07142857142857142
2010.0,1,1.1,3.0,2.0,4618.0,2,2.0,Downtown,359431.0,2.1,0.5
2509.0,3,2.8,32.0,0.0,5594.0,6,3.2,Suburb,407077.0,5.8,0.18181818181818182
2170.0,3,2.9,6.0,2.0,6473.0,5,2.0,Downtown,424232.0,5.9,0.7142857142857143
1724.0,4,2.8,46.0,2.0,4158.0,1,4.0,Downtown,299597.0,6.8,0.02127659574468085
1127.0,2,1.5,48.0,2.0,2173.0,1,6.6,Suburb,177056.0,3.5,0.02040816326530612
1685.0,1,1.1,57.0,1.0,3022.0,4,9.2,Suburb,234392.0,2.1,0.06896551724137931
1332.0,3,2.5,15.0,2.0,1714.0,4,26.5,Suburb,210541.0,5.5,0.25
1481.0,2,2.1,23.0,2.0,3764.0,6,21.4,Rural,226949.0,4.1,0.25
2124.0,1,1.1,30.0,2.0,3672.0,6,6.8,Waterfront,434721.0,2.1,0.1935483870967742
2718.0,4,3.2,3.0,2.0,4188.0,10,10.6,Suburb,431211.0,7.2,2.5
2017.0,2,2.5,18.0,2.0,5454.0,6,24.1,Suburb,338392.0,4.5,0.3157894736842105
1142.0,4,3.1,1.0,3.0,3160.0,1,0.7,Rural,199315.0,7.1,0.5
2045.0,3,2.5,14.0,2.0,5992.0,10,0.2,Downtown,492884.0,5.5,0.6666666666666666
2458.0,2,1.0,3.0,1.0,5797.0,9,0.2,Suburb,425796.0,3.0,2.25
1465.0,3,1.0,4.0,1.0,4771.0,7,6.6,Downtown,347332.0,4.0,1.4
1726.0,4,3.1,9.0,1.0,5788.0,7,11.5,Downtown,397118.0,7.1,0.7
1808.0,3,2.3,11.0,1.0,5527.0,7,3.7,Waterfront,462953.0,5.3,0.5833333333333334
1368.0,4,2.6,20.0,1.0,3641.0,2,6.3,Rural,197379.0,6.6,0.09523809523809523
2157.0,2,1.8,2.0,1.0,4095.0,2,5.8,Suburb,312173.0,3.8,0.6666666666666666
1733.0,4,2.9,14.0,2.0,5998.0,6,0.8,Suburb,325078.0,6.9,0.4
2031.0,2,2.3,4.0,0.0,3718.0,7,3.1,Downtown,380748.0,4.3,1.4
1312.0,4,2.9,17.0,2.0,2186.0,3,0.2,Downtown,293203.0,6.9,0.16666666666666666
1559.0,3,1.9,20.0,1.0,3456.0,4,0.9,Downtown,303118.0,4.9,0.19047619047619047
2197.0,5,4.0,16.0,1.0,2924.0,3,13.4,Suburb,328079.0,9.0,0.17647058823529413
1595.0,3,2.2,27.0,0.0,5504.0,7,14.1,Rural,250148.0,5.2,0.25
2750.0,2,2.0,8.0,1.0,7022.0,7,13.0,Suburb,428829.0,4.0,0.7777777777777778
1580.0,1,1.0,29.0,2.0,3920.0,4,10.4,Downtown,317341.0,2.0,0.13333333333333333
1924.0,4,2.6,11.0,2.0,5211.0,7,12.6,Waterfront,469647.0,6.6,0.5833333333333334
2313.0,3,2.3,13.0,1.0,5420.0,5,8.9,Rural,311310.0,5.3,0.35714285714285715
1020.0,4,2.9,21.0,2.0,1299.0,1,8.9,Suburb,188659.0,6.9,0.045454545454545456
832.0,2,1.9,0.0,2.0,2170.0,10,8.8,Suburb,261237.0,3.9,10.0
961.0,3,2.2,21.0,2.0,2736.0,4,5.8,Suburb,220620.0,5.2,0.18181818181818182
2494.0,1,1.0,19.0,2.0,5383.0,7,3.6,Downtown,445417.0,2.0,0.35
1496.0,5,3.3,7.0,2.0,4401.0,2,10.5,Suburb,254437.0,8.3,0.25
3207.0,4,3.3,2.0,2.0,5523.0,2,2.8,Rural,357290.0,7.3,0.6666666666666666
1490.0,5,3.4,2.0,2.0,2546.0,1,6.3,Downtown,259218.0,8.4,0.3333333333333333
1902.0,3,2.2,51.0,0.0,2989.0,2,4.5,Downtown,328821.0,5.2,0.038461538461538464
2648.0,4,3.4,23.0,1.0,5443.0,10,2.6,Downtown,511470.0,7.4,0.4166666666666667
2903.0,4,2.5,3.0,3.0,9139.0,8,29.4,Downtown,551044.0,6.5,2.0
2934.0,3,1.5,9.0,2.0,9108.0,8,2.4,Rural,388562.0,4.5,0.8
2465.0,4,2.8,18.0,2.0,5128.0,8,3.0,Rural,324962.0,6.8,0.42105263157894735
2363.0,5,3.3,36.0,2.0,6037.0,1,1.4,Suburb,332284.0,8.3,0.02702702702702703
2126.0,4,2.4,1.0,1.0,6076.0,1,13.9,Downtown,343423.0,6.4,0.5
2228.0,4,2.8,5.0,2.0,3910.0,10,7.1,Suburb,408555.0,6.8,1.6666666666666667
1497.0,3,2.5,44.0,2.0,2375.0,4,7.6,Suburb,255885.0,5.5,0.08888888888888889
1350.0,3,2.3,0.0,1.0,4638.0,6,13.7,Downtown,322880.0,5.3,6.0
1798.0,5,3.7,4.0,2.0,4711.0,8,3.4,Suburb,356534.0,8.7,1.6
1706.0,1,2.0,64.0,2.0,5898.0,2,1.7,Suburb,264914.0,3.0,0.03076923076923077
1551.0,4,2.7,19.0,1.0,3066.0,3,1.8,Suburb,251834.0,6.7,0.15
2183.0,4,3.0,6.0,2.0,6149.0,6,10.6,Suburb,357918.0,7.0,0.8571428571428571
2325.0,4,2.6,1.0,1.0,3980.0,10,7.6,Downtown,453254.0,6.6,5.0
1849.0,5,3.1,1.0,2.0,3330.0,4,1.8,Suburb,310883.0,8.1,2.0
2613.0,3,2.0,6.0,1.0,6212.0,2,1.3,Suburb,391813.0,5.0,0.2857142857142857
1172.0,3,2.1,43.0,2.0,2268.0,7,1.0,Suburb,220037.0,5.1,0.1590909090909091
1693.0,2,1.9,11.0,2.0,2684.0,4,7.9,Rural,213528.0,3.9,0.3333333333333333
1406.0,3,3.5,25.0,1.0,2537.0,8,0.2,Suburb,298820.0,6.5,0.3076923076923077
773.0,3,1.9,50.0,3.0,991.0,8,0.2,Downtown,277698.0,4.9,0.1568627450980392
1755.0,3,2.1,10.0,3.0,4949.0,7,3.9,Downtown,371288.0,5.1,0.6363636363636364
1733.0,4,2.9,4.0,0.0,4041.0,10,9.4,Suburb,321352.0,6.9,2.0
2632.0,5,3.7,15.0,1.0,3729.0,9,9.5,Downtown,493100.0,8.7,0.5625
2147.0,2,1.8,48.0,3.0,3424.0,4,4.5,Suburb,308698.0,3.8,0.08163265306122448
1237.0,3,2.9,33.0,3.0,1776.0,7,9.4,Waterfront,349619.0,5.9,0.20588235294117646
2820.0,5,2.3,1.0,0.0,7357.0,10,5.9,Suburb,475163.0,7.3,5.0
2472.0,2,1.0,24.0,0.0,3502.0,10,30.2,Suburb,370813.0,3.0,0.4
2120.0,2,1.5,17.0,1.0,6222.0,1,1.4,Suburb,315423.0,3.5,0.05555555555555555
1675.0,2,2.2,48.0,3.0,2089.0,4,7.3,Suburb,259298.0,4.2,0.08163265306122448
1272.0,3,1.5,3.0,1.0,2256.0,2,5.4,Suburb,235354.0,4.5,0.5
1595.0,2,1.0,15.0,2.0,5181.0,9,1.7,Waterfront,455309.0,3.0,0.5625
2399.0,5,3.8,42.0,2.0,6843.0,5,11.1,Suburb,380243.0,8.8,0.11627906976744186
2837.0,3,2.4,11.0,0.0,3881.0,3,2.6,Waterfront,530188.0,5.4,0.25
2649.0,3,1.8,13.0,2.0,8182.0,4,3.8,Waterfront,538849.0,4.8,0.2857142857142857
1531.0,2,1.2,1.0,1.0,3573.0,6,3.8,Downtown,329819.0,3.2,3.0
1184.0,3,1.8,7.0,2.0,3727.0,10,2.2,Downtown,334763.0,4.8,1.25
1877.0,4,3.0,8.0,1.0,4846.0,1,4.5,Downtown,307050.0,7.0,0.1111111111111111
827.0,4,2.6,58.0,2.0,2289.0,7,5.1,Downtown,251535.0,6.6,0.11864406779661017
1978.0,4,3.1,7.0,2.0,6893.0,8,10.9,Downtown,424404.0,7.1,1.0
1719.0,3,1.0,12.0,1.0,2981.0,7,11.6,Suburb,260100.0,4.0,0.5384615384615384
1544.0,5,3.1,22.0,0.0,4069.0,7,1.4,Downtown,333252.0,8.1,0.30434782608695654
923.0,4,2.3,4.0,1.0,2085.0,9,7.2,Suburb,280115.0,6.3,1.8
2082.0,4,2.8,13.0,1.0,2687.0,4,18.1,Rural,229931.0,6.8,0.2857142857142857
1507.0,2,1.4,27.0,2.0,1859.0,7,0.9,Downtown,314900.0,3.4,0.25
1157.0,1,1.5,40.0,2.0,1706.0,9,5.1,Rural,174659.0,2.5,0.21951219512195122
500.0,2,1.0,20.0,2.0,1346.0,5,11.1,Downtown,210636.0,3.0,0.23809523809523808
1785.0,4,2.9,22.0,2.0,4470.0,2,7.6,Downtown,325335.0,6.9,0.08695652173913043
2775.0,3,2.6,3.0,2.0,6862.0,5,0.8,Suburb,409688.0,5.6,1.25
2714.0,3,3.2,58.0,2.0,3456.0,4,4.0,Suburb,375098.0,6.2,0.06779661016949153
1549.0,4,2.7,3.0,1.0,3531.0,8,5.7,Rural,285608.0,6.7,2.0
1469.0,4,3.1,30.0,1.0,4887.0,5,43.9,Rural,188643.0,7.1,0.16129032258064516
2058.0,5,2.6,6.0,1.0,4352.0,9,1.6,Rural,288625.0,7.6,1.2857142857142858
1251.0,3,1.1,54.0,2.0,3299.0,9,32.3,Downtown,316346.0,4.1,0.16363636363636364
1966.0,4,3.3,25.0,1.0,5885.0,3,3.8,Downtown,362919.0,7.3,0.11538461538461539
2221.0,3,2.3,28.0,1.0,6670.0,10,1.8,Rural,315395.0,5.3,0.3448275862068966
2475.0,2,2.3,5.0,0.0,5926.0,6,4.3,Rural,263532.0,4.3,1.0
1745.0,2,1.0,12.0,2.0,5537.0,6,7.6,Waterfront,429853.0,3.0,0.46153846153846156
1688.0,3,2.6,19.0,1.0,3545.0,4,1.9,Suburb,255099.0,5.6,0.2
1317.0,3,3.2,29.0,1.0,4272.0,10,2.8,Suburb,295753.0,6.2,0.3333333333333333
1345.0,4,3.1,2.0,1.0,2357.0,3,15.4,Rural,149991.0,7.1,1.0
1675.0,2,1.8,66.0,1.0,3090.0,1,55.3,Suburb,194308.0,3.8,0.014925373134328358
2002.0,4,2.9,44.0,2.0,2647.0,7,3.1,Waterfront,430505.0,6.9,0.15555555555555556
2302.0,3,1.5,6.0,1.0,6975.0,5,1.3,Rural,259870.0,4.5,0.7142857142857143
1358.0,3,3.0,35.0,2.0,2932.0,10,12.6,Suburb,269914.0,6.0,0.2777777777777778
2621.0,3,2.0,15.0,2.0,4526.0,7,7.3,Rural,337384.0,5.0,0.4375
1651.0,3,2.6,12.0,1.0,2861.0,1,0.8,Rural,190074.0,5.6,0.07692307692307693
1788.0,3,1.5,8.0,1.0,5853.0,8,23.5,Downtown,363582.0,4.5,0.8888888888888888
1389.0,3,1.7,17.0,2.0,4331.0,3,0.7,Waterfront,361777.0,4.7,0.16666666666666666
500.0,2,2.4,26.0,1.0,1237.0,7,7.9,Suburb,168556.0,4.4,0.25925925925925924
2286.0,2,1.5,11.0,1.0,5983.0,3,4.4,Rural,288192.0,3.5,0.25
2205.0,3,3.0,20.0,0.0,5052.0,3,6.5,Suburb,316088.0,6.0,0.14285714285714285
1645.0,5,3.5,24.0,2.0,3456.0,10,1.9,Rural,272344.0,8.5,0.4
1837.0,3,1.4,25.0,2.0,6072.0,9,9.3,Suburb,387180.0,4.4,0.34615384615384615
2084.0,4,3.3,1.0,2.0,3103.0,2,25.7,Downtown,336105.0,7.3,1.0
941.0,4,2.6,39.0,2.0,2035.0,4,4.9,Waterfront,285182.0,6.6,0.1
1509.0,5,3.8,12.0,1.0,3007.0,6,5.9,Downtown,332046.0,8.8,0.46153846153846156
2237.0,4,2.9,6.0,1.0,5247.0,3,2.2,Suburb,298907.0,6.9,0.42857142857142855
1110.0,3,1.5,6.0,2.0,2500.0,10,17.8,Waterfront,385522.0,4.5,1.4285714285714286
1961.0,4,3.0,13.0,3.0,4694.0,10,28.4,Waterfront,535848.0,7.0,0.7142857142857143
1054.0,4,4.0,44.0,0.0,1604.0,7,12.3,Suburb,246463.0,8.0,0.15555555555555556
2057.0,3,2.5,10.0,2.0,4896.0,7,6.3,Suburb,343412.0,5.5,0.6363636363636364
1780.0,3,2.3,28.0,1.0,3128.0,5,25.1,Suburb,263776.0,5.3,0.1724137931034483
912.0,1,1.6,2.0,0.0,1481.0,3,1.3,Downtown,207331.0,2.6,1.0
2441.0,4,3.0,13.0,1.0,3293.0,2,5.2,Suburb,336482.0,7.0,0.14285714285714285
1396.0,4,3.0,96.0,0.0,4124.0,4,6.2,Suburb,237721.0,7.0,0.041237113402061855
1354.0,2,1.2,29.0,2.0,2956.0,4,5.4,Rural,188604.0,3.2,0.13333333333333333
1910.0,3,2.4,5.0,2.0,5045.0,8,13.0,Rural,270480.0,5.4,1.3333333333333333
2432.0,3,2.8,14.0,0.0,6988.0,8,8.9,Rural,322207.0,5.8,0.5333333333333333
1241.0,2,1.3,5.0,0.0,3428.0,5,1.1,Downtown,291909.0,3.3,0.8333333333333334
1834.0,5,4.2,11.0,2.0,4185.0,6,3.4,Suburb,392271.0,9.2,0.5
2036.0,2,1.7,30.0,1.0,4260.0,8,3.3,Downtown,377927.0,3.7,0.25806451612903225
2181.0,2,1.3,30.0,2.0,4503.0,1,6.7,Suburb,291613.0,3.3,0.03225806451612903
1897.0,3,2.8,5.0,1.0,5069.0,5,2.8,Suburb,318332.0,5.8,0.8333333333333334
1598.0,4,2.8,51.0,2.0,3736.0,4,1.0,Rural,222667.0,6.8,0.07692307692307693
1345.0,1,1.5,18.0,1.0,4241.0,4,8.5,Suburb,252655.0,2.5,0.21052631578947367
1847.0,4,2.8,10.0,0.0,5932.0,2,15.2,Downtown,325459.0,6.8,0.18181818181818182
1210.0,3,2.3,14.0,1.0,1927.0,10,21.5,Downtown,263938.0,5.3,0.6666666666666666
500.0,2,1.9,19.0,1.0,757.0,1,28.8,Rural,94063.0,3.9,0.05
2040.0,2,1.8,16.0,1.0,5406.0,6,12.2,Suburb,328496.0,3.8,0.35294117647058826
2297.0,3,1.3,13.0,2.0,4348.0,7,1.2,Downtown,414908.0,4.3,0.5
500.0,3,1.7,14.0,1.0,621.0,5,15.3,Downtown,158068.0,4.7,0.3333333333333333
1245.0,5,4.0,4.0,0.0,4039.0,8,4.1,Rural,242671.0,9.0,1.6
2141.0,4,2.8,34.0,2.0,3687.0,9,10.5,Downtown,403214.0,6.8,0.2571428571428571
2932.0,5,3.2,16.0,2.0,9785.0,2,6.1,Rural,336517.0,8.2,0.11764705882352941
1811.0,3,1.6,3.0,3.0,5162.0,4,14.1,Rural,219575.0,4.6,1.0
1400.0,5,3.0,29.0,2.0,4136.0,9,4.4,Downtown,348045.0,8.0,0.3
1699.0,3,1.3,54.0,2.0,2826.0,5,0.5,Downtown,319752.0,4.3,0.09090909090909091
2556.0,3,2.2,59.0,2.0,4444.0,3,6.5,Waterfront,445083.0,5.2,0.05
1445.0,2,1.4,9.0,3.0,3466.0,6,1.5,Suburb,299630.0,3.4,0.6
1360.0,2,1.2,3.0,2.0,2170.0,3,26.9,Suburb,186249.0,3.2,0.75
1534.0,4,2.9,15.0,1.0,2918.0,5,6.0,Rural,221740.0,6.9,0.3125
1276.0,3,2.5,2.0,1.0,2475.0,3,6.5,Waterfront,328156.0,5.5,1.0
1867.0,2,2.7,54.0,1.0,2926.0,6,19.0,Waterfront,400315.0,4.7,0.10909090909090909
2694.0,4,2.1,4.0,2.0,4504.0,10,7.8,Rural,363160.0,6.1,2.0
1978.0,3,2.9,6.0,2.0,5961.0,5,2.9,Suburb,342652.0,5.9,0.7142857142857143
1661.0,3,2.8,10.0,2.0,2632.0,9,2.8,Downtown,369332.0,5.8,0.8181818181818182
1640.0,3,1.9,10.0,0.0,2075.0,3,5.6,Rural,207250.0,4.9,0.2727272727272727
940.0,4,3.0,32.0,2.0,2489.0,6,16.1,Suburb,222406.0,7.0,0.18181818181818182
2286.0,4,2.7,12.0,2.0,7875.0,8,12.7,Suburb,398627.0,6.7,0.6153846153846154
1757.0,3,2.4,4.0,1.0,3447.0,7,26.3,Waterfront,419069.0,5.4,1.4
1701.0,3,3.1,6.0,2.0,2505.0,6,0.6,Downtown,347382.0,6.1,0.8571428571428571
3556.0,3,2.6,14.0,1.0,8932.0,2,2.5,Suburb,457768.0,5.6,0.13333333333333333
1964.0,4,3.2,3.0,2.0,6451.0,7,0.7,Downtown,423113.0,7.2,1.75
1387.0,3,2.1,19.0,2.0,4166.0,8,11.1,Suburb,296763.0,5.1,0.4
1566.0,2,1.0,17.0,2.0,4121.0,1,1.2,Downtown,258524.0,3.0,0.05555555555555555
2432.0,2,1.6,25.0,2.0,4681.0,9,0.8,Downtown,470613.0,3.6,0.34615384615384615
1862.0,3,2.9,56.0,2.0,4555.0,4,6.6,Downtown,324037.0,5.9,0.07017543859649122
1009.0,3,1.5,49.0,2.0,1423.0,8,4.2,Suburb,183109.0,4.5,0.16
2306.0,4,2.4,58.0,1.0,6368.0,10,10.0,Rural,321759.0,6.4,0.1694915254237288
1433.0,2,1.8,6.0,2.0,4109.0,7,5.3,Suburb,238547.0,3.8,1.0
2830.0,3,1.8,3.0,1.0,9677.0,10,4.4,Waterfront,655558.0,4.8,2.5
2394.0,4,2.5,7.0,1.0,4307.0,7,4.4,Suburb,423578.0,6.5,0.875
1554.0,4,2.7,45.0,2.0,1931.0,2,16.4,Downtown,275629.0,6.7,0.043478260869565216
2505.0,3,1.6,72.0,2.0,6150.0,1,4.0,Rural,273861.0,4.6,0.0136986301369863
1837.0,3,1.8,39.0,1.0,5191.0,4,3.2,Downtown,315278.0,4.8,0.1
2269.0,3,2.7,2.0,1.0,6848.0,2,3.3,Waterfront,479104.0,5.7,0.6666666666666666
2067.0,5,2.8,59.0,1.0,3401.0,8,1.8,Downtown,414055.0,7.8,0.13333333333333333
1335.0,2,1.0,11.0,1.0,2406.0,10,15.8,Waterfront,390596.0,3.0,0.8333333333333334
1446.0,5,3.2,0.0,1.0,3440.0,7,1.3,Downtown,370450.0,8.2,7.0
2366.0,4,3.3,12.0,2.0,4638.0,8,19.1,Rural,339072.0,7.3,0.6153846153846154
1616.0,3,2.2,1.0,1.0,5138.0,6,2.7,Suburb,319948.0,5.2,3.0
1578.0,1,1.0,16.0,2.0,3613.0,1,18.4,Waterfront,281970.0,2.0,0.058823529411764705
1275.0,3,2.3,8.0,1.0,3875.0,9,12.5,Downtown,337687.0,5.3,1.0
2033.0,3,1.4,13.0,3.0,5155.0,6,7.0,Suburb,336771.0,4.4,0.42857142857142855
2934.0,2,1.9,19.0,1.0,8738.0,10,8.9,Waterfront,633297.0,3.9,0.5
1213.0,4,3.1,41.0,0.0,2384.0,1,3.2,Suburb,210025.0,7.1,0.023809523809523808
1813.0,5,3.3,22.0,0.0,5643.0,1,6.8,Suburb,303392.0,8.3,0.043478260869565216
2577.0,3,2.8,11.0,2.0,4720.0,8,2.8,Suburb,409149.0,5.8,0.6666666666666666
1756.0,4,2.3,34.0,2.0,4313.0,6,4.1,Suburb,314555.0,6.3,0.17142857142857143
2049.0,2,2.3,47.0,1.0,3467.0,8,11.6,Suburb,283251.0,4.3,0.16666666666666666
1216.0,3,2.4,3.0,1.0,2789.0,8,2.2,Suburb,293552.0,5.4,2.0
2036.0,2,1.5,15.0,0.0,3933.0,8,14.6,Waterfront,467117.0,3.5,0.5
1697.0,4,2.9,7.0,2.0,3077.0,10,3.8,Downtown,400604.0,6.9,1.25
2342.0,5,3.4,1.0,2.0,8019.0,7,6.1,Downtown,460934.0,8.4,3.5
2453.0,4,3.5,22.0,0.0,3847.0,7,22.8,Waterfront,474215.0,7.5,0.30434782608695654
3224.0,2,1.2,40.0,0.0,9707.0,10,9.1,Rural,423802.0,3.2,0.24390243902439024
2119.0,3,1.9,4.0,0.0,7339.0,4,8.3,Suburb,320403.0,4.9,0.8
1979.0,3,2.8,33.0,0.0,2465.0,9,9.9,Suburb,326998.0,5.8,0.2647058823529412
1907.0,3,2.0,38.0,2.0,5354.0,2,20.0,Downtown,295986.0,5.0,0.05128205128205128
1606.0,4,3.4,49.0,1.0,2861.0,9,2.3,Downtown,313391.0,7.4,0.18
1986.0,4,3.7,6.0,1.0,2568.0,10,7.6,Suburb,370350.0,7.7,1.4285714285714286
1638.0,4,2.7,47.0,1.0,3483.0,3,4.1,Suburb,267949.0,6.7,0.0625
1893.0,3,2.6,8.0,3.0,6343.0,2,0.2,Suburb,287617.0,5.6,0.2222222222222222
2525.0,3,1.7,16.0,2.0,3098.0,4,1.1,Downtown,422758.0,4.7,0.23529411764705882
1246.0,2,2.1,1.0,2.0,3180.0,5,3.1,Waterfront,335274.0,4.1,2.5
2427.0,3,2.4,1.0,1.0,5711.0,2,6.7,Waterfront,463243.0,5.4,1.0
2524.0,3,2.5,25.0,1.0,8099.0,1,17.1,Suburb,324323.0,5.5,0.038461538461538464
1735.0,4,2.6,12.0,2.0,2417.0,10,12.5,Suburb,346513.0,6.6,0.7692307692307693
633.0,4,2.1,6.0,0.0,1752.0,5,6.4,Suburb,144900.0,6.1,0.7142857142857143
1466.0,2,2.0,4.0,2.0,4052.0,9,0.6,Rural,228695.0,4.0,1.8
2513.0,3,1.3,22.0,2.0,6883.0,5,2.7,Suburb,390034.0,4.3,0.21739130434782608
1787.0,2,1.5,0.0,2.0,6017.0,10,3.7,Downtown,421992.0,3.5,10.0
1250.0,2,2.2,33.0,1.0,3866.0,9,7.8,Waterfront,361926.0,4.2,0.2647058823529412
1522.0,4,3.0,2.0,2.0,1973.0,10,0.5,Rural,283913.0,7.0,3.3333333333333335
2262.0,1,2.1,4.0,2.0,5165.0,6,6.0,Waterfront,479364.0,3.1,1.2
2101.0,3,2.8,10.0,0.0,4444.0,3,18.5,Rural,235037.0,5.8,0.2727272727272727
1669.0,2,1.4,13.0,1.0,3193.0,4,9.8,Suburb,252990.0,3.4,0.2857142857142857
1598.0,4,2.9,9.0,1.0,3576.0,4,12.8,Suburb,265847.0,6.9,0.4
1585.0,3,2.3,8.0,1.0,3303.0,1,9.2,Waterfront,329179.0,5.3,0.1111111111111111
1293.0,2,1.0,66.0,1.0,2837.0,3,1.9,Rural,154408.0,3.0,0.04477611940298507
2688.0,3,1.8,21.0,2.0,9280.0,3,0.9,Downtown,459964.0,4.8,0.13636363636363635
1623.0,4,2.6,0.0,1.0,2278.0,1,14.2,Downtown,269557.0,6.6,1.0
2469.0,5,2.5,11.0,3.0,8200.0,9,9.5,Suburb,462989.0,7.5,0.75
2637.0,2,1.7,42.0,0.0,6077.0,1,6.8,Rural,257669.0,3.7,0.023255813953488372
2349.0,4,2.8,7.0,3.0,6189.0,9,1.7,Waterfront,605138.0,6.8,1.125
1563.0,5,2.7,2.0,1.0,4860.0,1,7.4,Downtown,304668.0,7.7,0.3333333333333333
2022.0,5,3.7,28.0,2.0,4103.0,2,0.3,Suburb,319060.0,8.7,0.06896551724137931
1787.0,4,3.3,19.0,1.0,3913.0,2,1.0,Suburb,296075.0,7.3,0.1
1303.0,4,3.0,17.0,0.0,2791.0,6,3.0,Waterfront,342340.0,7.0,0.3333333333333333
1978.0,3,2.1,1.0,2.0,4078.0,7,4.7,Rural,285437.0,5.1,3.5
1152.0,4,3.2,3.0,1.0,3835.0,1,1.0,Rural,174584.0,7.2,0.25
2453.0,3,2.6,19.0,2.0,7620.0,3,1.0,Suburb,358173.0,5.6,0.15
1544.0,4,3.1,5.0,2.0,2240.0,2,10.4,Suburb,262452.0,7.1,0.3333333333333333
1911.0,3,1.9,14.0,2.0,2768.0,8,6.7,Downtown,368590.0,4.9,0.5333333333333333
1956.0,4,3.0,16.0,2.0,4272.0,9,6.1,Downtown,423622.0,7.0,0.5294117647058824
1658.0,4,3.5,7.0,2.0,2366.0,2,4.8,Rural,164019.0,7.5,0.25
2123.0,2,1.4,59.0,0.0,5571.0,2,30.0,Rural,219525.0,3.4,0.03333333333333333
1539.0,4,3.9,37.0,2.0,2355.0,10,0.4,Waterfront,497384.0,7.9,0.2631578947368421
2279.0,3,2.0,26.0,2.0,5473.0,9,1.6,Waterfront,546166.0,5.0,0.3333333333333333
1060.0,4,2.9,2.0,0.0,1290.0,4,8.3,Suburb,203926.0,6.9,1.3333333333333333
1870.0,3,2.0,2.0,0.0,3606.0,5,1.2,Rural,234623.0,5.0,1.6666666666666667
2866.0,3,2.4,14.0,2.0,7903.0,9,7.1,Waterfront,658167.0,5.4,0.6
1250.0,5,2.6,4.0,1.0,2892.0,6,6.7,Rural,205611.0,7.6,1.2
1427.0,3,2.0,77.0,1.0,4923.0,10,28.3,Downtown,323609.0,5.0,0.1282051282051282
2083.0,4,2.4,3.0,0.0,6687.0,9,17.2,Suburb,405441.0,6.4,2.25
1899.0,3,2.4,13.0,2.0,3847.0,9,23.3,Downtown,397191.0,5.4,0.6428571428571429
1993.0,3,2.8,9.0,0.0,2600.0,7,1.0,Waterfront,453943.0,5.8,0.7
2069.0,3,2.6,20.0,2.0,6507.0,10,16.2,Suburb,362000.0,5.6,0.47619047619047616
2149.0,3,1.1,3.0,2.0,7083.0,9,1.1,Downtown,448095.0,4.1,2.25
