CustomerID,Recency,Frequency,Monetary,Cluster,Segment
10734,201,15,516.93,3,At Risk
10735,296,15,788.93,3,At Risk
10736,171,30,1410.53,3,At Risk
10737,255,20,637.58,3,At Risk
10738,128,32,1190.58,0,Champions
10739,219,13,536.53,3,At Risk
10740,217,19,759.99,3,At Risk
10741,178,12,560.45,3,At Risk
10742,211,24,1060.5,3,At Risk
10743,251,15,835.14,3,At Risk
10744,229,16,649.07,3,At Risk
10745,194,30,1147.55,3,At Risk
10746,287,41,1345.05,3,At Risk
10747,167,24,1190.76,3,At Risk
10748,298,33,1151.92,3,At Risk
10749,298,38,989.95,3,At Risk
10750,146,29,1275.17,3,At Risk
10751,267,16,658.43,3,At Risk
10752,169,18,522.21,3,At Risk
10753,199,27,1161.65,3,At Risk
10754,246,20,594.85,3,At Risk
10755,157,13,563.16,2,Loyal Customers
10756,199,17,1005.32,3,At Risk
10757,275,28,1557.58,3,At Risk
10758,192,30,1403.98,3,At Risk
10759,121,28,1093.19,0,Champions
10760,197,20,781.47,3,At Risk
10761,210,25,1287.74,3,At Risk
10762,260,20,790.0,3,At Risk
10763,130,6,529.65,2,Loyal Customers
10764,256,24,1041.32,3,At Risk
10765,146,31,1114.8,3,At Risk
10766,148,20,901.55,3,At Risk
10767,291,20,631.46,3,At Risk
10768,192,16,701.39,3,At Risk
10769,271,28,1662.86,3,At Risk
10770,257,33,1577.6,3,At Risk
10771,219,26,749.11,3,At Risk
10772,183,8,326.34,2,Loyal Customers
10773,206,27,1485.49,3,At Risk
10774,189,24,1012.3,3,At Risk
10775,232,32,1251.21,3,At Risk
10776,147,23,950.11,3,At Risk
10777,228,17,833.99,3,At Risk
10778,259,20,896.28,3,At Risk
10779,238,33,1325.39,3,At Risk
10780,217,39,1284.98,3,At Risk
10781,232,36,1355.07,3,At Risk
10782,241,28,1256.26,3,At Risk
10783,268,16,592.57,3,At Risk
10784,293,15,744.13,3,At Risk
10785,256,12,621.92,3,At Risk
10786,227,29,727.58,3,At Risk
10787,208,32,1581.01,3,At Risk
10788,300,23,1151.88,3,At Risk
10789,245,13,411.29,3,At Risk
10790,123,25,1439.07,0,Champions
10791,178,9,615.13,3,At Risk
10792,186,36,1390.14,3,At Risk
10793,175,13,513.35,3,At Risk
10794,171,23,802.41,3,At Risk
10795,299,44,1510.35,3,At Risk
10796,273,29,1218.36,3,At Risk
10797,165,11,688.15,3,At Risk
10798,188,9,433.06,3,At Risk
10799,277,13,632.87,3,At Risk
10800,248,21,758.74,3,At Risk
10801,215,7,553.53,3,At Risk
10802,238,23,1153.05,3,At Risk
10803,187,21,682.38,3,At Risk
10804,263,35,1158.78,3,At Risk
10805,292,29,984.72,3,At Risk
10806,196,24,933.74,3,At Risk
10807,291,16,640.66,3,At Risk
10808,169,28,1213.01,3,At Risk
10809,178,8,652.43,3,At Risk
10810,167,30,945.69,3,At Risk
10811,243,12,507.37,3,At Risk
10812,226,18,529.54,3,At Risk
10813,169,41,1295.38,3,At Risk
10814,201,7,486.64,3,At Risk
10815,154,36,1127.4,3,At Risk
10816,290,18,1005.43,3,At Risk
10817,248,29,1073.39,3,At Risk
10818,287,14,691.87,3,At Risk
10819,269,16,668.02,3,At Risk
10820,245,21,949.23,3,At Risk
10821,173,32,1071.45,3,At Risk
10822,138,40,1546.99,0,Champions
10823,142,19,871.26,3,At Risk
10824,213,33,1147.76,3,At Risk
10825,299,15,645.02,3,At Risk
10826,133,25,1111.02,3,At Risk
10827,147,19,707.65,3,At Risk
10828,171,28,817.33,3,At Risk
10829,223,12,661.58,3,At Risk
10830,163,30,1459.29,3,At Risk
10831,260,13,635.24,3,At Risk
10832,301,11,553.04,3,At Risk
10833,222,16,751.13,3,At Risk
10834,269,22,1326.33,3,At Risk
10835,296,41,1471.37,3,At Risk
10836,212,29,1457.08,3,At Risk
10837,230,24,712.08,3,At Risk
10838,177,20,674.31,3,At Risk
10839,177,16,631.37,3,At Risk
10840,275,29,1235.59,3,At Risk
10841,197,11,561.43,3,At Risk
10842,280,19,629.5,3,At Risk
10843,157,24,1184.94,3,At Risk
10844,137,20,953.51,3,At Risk
10845,158,26,1105.48,3,At Risk
10846,229,24,1235.5,3,At Risk
10847,133,18,784.7,2,Loyal Customers
10848,193,20,804.43,3,At Risk
10849,125,11,480.36,2,Loyal Customers
10850,211,34,1277.77,3,At Risk
10851,195,27,1044.23,3,At Risk
10852,208,8,483.41,3,At Risk
10853,166,36,1338.27,3,At Risk
10854,249,37,1363.79,3,At Risk
10855,153,27,1163.03,3,At Risk
10856,280,22,960.07,3,At Risk
10857,239,14,645.76,3,At Risk
10858,167,28,946.31,3,At Risk
10859,210,28,874.58,3,At Risk
10860,297,19,908.86,3,At Risk
10861,217,25,856.58,3,At Risk
10862,290,24,1240.85,3,At Risk
10863,241,31,1228.18,3,At Risk
10864,151,14,477.74,2,Loyal Customers
10865,131,33,1299.8,0,Champions
10866,129,20,1035.89,3,At Risk
10867,127,22,1139.23,3,At Risk
10868,215,33,1398.43,3,At Risk
10869,291,34,1141.57,3,At Risk
10870,180,9,458.24,3,At Risk
10871,132,28,1294.06,3,At Risk
10872,215,29,1104.08,3,At Risk
10873,167,22,933.68,3,At Risk
10874,202,28,1190.25,3,At Risk
10875,175,14,543.62,3,At Risk
10876,154,35,1093.41,3,At Risk
10877,149,35,1054.87,3,At Risk
10878,203,23,886.78,3,At Risk
10879,130,24,1276.99,3,At Risk
10880,186,22,983.27,3,At Risk
10881,220,39,1439.78,3,At Risk
10882,216,37,1398.34,3,At Risk
10883,273,25,983.46,3,At Risk
10884,179,19,554.63,3,At Risk
10885,190,20,1128.18,3,At Risk
10886,250,13,392.6,3,At Risk
10887,268,21,713.08,3,At Risk
10888,264,15,567.21,3,At Risk
10889,219,19,1020.67,3,At Risk
10890,301,27,813.87,3,At Risk
10891,206,18,487.66,3,At Risk
10892,174,31,1977.89,3,At Risk
10893,245,15,423.09,3,At Risk
10894,245,12,758.39,3,At Risk
10895,263,22,885.05,3,At Risk
10896,292,18,800.23,3,At Risk
10897,218,32,1619.32,3,At Risk
10898,262,15,586.82,3,At Risk
10899,143,38,1272.13,3,At Risk
10900,220,29,1014.63,3,At Risk
10901,225,4,42.38,1,Lost / Hibernating
10902,275,8,164.12,1,Lost / Hibernating
10903,324,5,60.47,1,Lost / Hibernating
10904,318,4,102.99,1,Lost / Hibernating
10905,395,5,79.49,1,Lost / Hibernating
10906,292,8,103.82,1,Lost / Hibernating
10907,298,10,73.24,1,Lost / Hibernating
10908,228,1,45.39,1,Lost / Hibernating
10909,232,1,14.32,1,Lost / Hibernating
10910,325,4,174.94,1,Lost / Hibernating
10911,372,4,56.9,1,Lost / Hibernating
10912,300,8,126.55,1,Lost / Hibernating
10913,197,9,165.96,1,Lost / Hibernating
10914,294,13,202.57,1,Lost / Hibernating
10915,257,1,70.08,1,Lost / Hibernating
10916,349,5,75.92,1,Lost / Hibernating
10917,347,3,86.42,1,Lost / Hibernating
10918,344,11,187.19,1,Lost / Hibernating
10919,198,4,40.05,1,Lost / Hibernating
10920,181,10,173.61,1,Lost / Hibernating
10921,318,5,51.13,1,Lost / Hibernating
10922,197,2,55.86,1,Lost / Hibernating
10923,382,12,230.47,1,Lost / Hibernating
10924,189,6,130.17,1,Lost / Hibernating
10925,313,11,213.24,1,Lost / Hibernating
10926,315,5,73.41,1,Lost / Hibernating
10927,369,5,242.26,1,Lost / Hibernating
10928,352,6,141.14,1,Lost / Hibernating
10929,202,5,149.19,1,Lost / Hibernating
10930,253,12,173.76,1,Lost / Hibernating
10931,293,7,228.26,1,Lost / Hibernating
10932,364,7,99.06,1,Lost / Hibernating
10933,254,2,87.01,1,Lost / Hibernating
10934,309,6,90.99,1,Lost / Hibernating
10935,272,4,151.5,1,Lost / Hibernating
10936,226,6,119.57,1,Lost / Hibernating
10937,318,7,140.62,1,Lost / Hibernating
10938,389,1,52.89,1,Lost / Hibernating
10939,401,2,39.76,1,Lost / Hibernating
10940,316,5,137.56,1,Lost / Hibernating
10941,360,5,91.93,1,Lost / Hibernating
10942,319,7,123.78,1,Lost / Hibernating
10943,246,11,190.91,1,Lost / Hibernating
10944,244,10,158.27,1,Lost / Hibernating
10945,364,2,35.3,1,Lost / Hibernating
10946,353,2,59.93,1,Lost / Hibernating
10947,372,2,55.78,1,Lost / Hibernating
10948,358,9,110.78,1,Lost / Hibernating
10949,313,6,218.47,1,Lost / Hibernating
10950,240,5,92.2,1,Lost / Hibernating
10951,258,10,101.87,1,Lost / Hibernating
10952,250,6,125.44,1,Lost / Hibernating
10953,196,9,171.13,1,Lost / Hibernating
10954,392,3,71.52,1,Lost / Hibernating
10955,364,7,207.83,1,Lost / Hibernating
10956,256,4,220.16,1,Lost / Hibernating
10957,389,7,111.02,1,Lost / Hibernating
10958,255,2,51.98,1,Lost / Hibernating
10959,223,7,104.8,1,Lost / Hibernating
10960,294,9,165.5,1,Lost / Hibernating
10961,199,9,247.07,1,Lost / Hibernating
10962,228,8,125.59,1,Lost / Hibernating
10963,199,5,78.55,1,Lost / Hibernating
10964,383,2,48.79,1,Lost / Hibernating
10965,228,7,166.94,1,Lost / Hibernating
10966,352,5,40.34,1,Lost / Hibernating
10967,263,2,87.11,1,Lost / Hibernating
10968,349,5,97.77,1,Lost / Hibernating
10969,355,7,152.4,1,Lost / Hibernating
10970,182,8,104.0,1,Lost / Hibernating
10971,298,1,26.24,1,Lost / Hibernating
10972,285,7,107.61,1,Lost / Hibernating
10973,342,3,64.19,1,Lost / Hibernating
10974,194,9,167.87,1,Lost / Hibernating
10975,218,3,50.54,1,Lost / Hibernating
10976,360,7,179.88,1,Lost / Hibernating
10977,221,13,180.36,1,Lost / Hibernating
10978,267,5,65.72,1,Lost / Hibernating
10979,225,1,14.66,1,Lost / Hibernating
10980,395,10,192.62,1,Lost / Hibernating
10981,250,4,118.06,1,Lost / Hibernating
10982,372,7,106.02,1,Lost / Hibernating
10983,387,5,374.42,1,Lost / Hibernating
10984,224,3,40.26,1,Lost / Hibernating
10985,211,7,96.47,1,Lost / Hibernating
10986,239,8,222.19,1,Lost / Hibernating
10987,384,4,73.4,1,Lost / Hibernating
10988,237,8,221.6,1,Lost / Hibernating
10989,215,6,81.59,1,Lost / Hibernating
10990,327,7,65.51,1,Lost / Hibernating
10991,302,4,49.94,1,Lost / Hibernating
10992,282,8,212.76,1,Lost / Hibernating
10993,395,6,96.89,1,Lost / Hibernating
10994,399,7,128.85,1,Lost / Hibernating
10995,370,1,57.98,1,Lost / Hibernating
10996,238,7,113.91,1,Lost / Hibernating
10997,306,4,71.7,1,Lost / Hibernating
10998,385,2,83.78,1,Lost / Hibernating
10999,344,1,11.46,1,Lost / Hibernating
11000,274,4,82.69,1,Lost / Hibernating
11001,368,3,78.81,1,Lost / Hibernating
11002,296,13,161.22,1,Lost / Hibernating
11003,224,5,75.25,1,Lost / Hibernating
11004,226,13,154.51,1,Lost / Hibernating
11005,272,4,134.38,1,Lost / Hibernating
11006,297,5,50.57,1,Lost / Hibernating
11007,374,4,63.01,1,Lost / Hibernating
11008,227,4,134.89,1,Lost / Hibernating
11009,250,5,40.8,1,Lost / Hibernating
11010,215,7,178.04,1,Lost / Hibernating
11011,306,3,57.58,1,Lost / Hibernating
11012,380,10,197.39,1,Lost / Hibernating
11013,324,5,87.3,1,Lost / Hibernating
11014,283,9,111.28,1,Lost / Hibernating
11015,319,5,128.14,1,Lost / Hibernating
11016,337,6,178.32,1,Lost / Hibernating
11017,325,4,92.37,1,Lost / Hibernating
11018,181,12,132.54,1,Lost / Hibernating
11019,219,11,177.79,1,Lost / Hibernating
11020,204,12,174.27,1,Lost / Hibernating
11021,212,6,151.03,1,Lost / Hibernating
11022,230,5,117.19,1,Lost / Hibernating
11023,190,2,68.15,1,Lost / Hibernating
11024,217,5,135.93,1,Lost / Hibernating
11025,377,6,166.95,1,Lost / Hibernating
11026,291,6,120.25,1,Lost / Hibernating
11027,370,8,165.56,1,Lost / Hibernating
11028,309,6,127.51,1,Lost / Hibernating
11029,369,6,150.75,1,Lost / Hibernating
11030,264,8,140.39,1,Lost / Hibernating
11031,273,12,167.33,1,Lost / Hibernating
11032,375,3,61.38,1,Lost / Hibernating
11033,325,8,155.92,1,Lost / Hibernating
11034,273,5,112.63,1,Lost / Hibernating
11035,267,8,88.38,1,Lost / Hibernating
11036,216,5,67.62,1,Lost / Hibernating
11037,378,7,230.25,1,Lost / Hibernating
11038,196,3,41.14,1,Lost / Hibernating
11039,348,6,114.64,1,Lost / Hibernating
11040,279,1,52.42,1,Lost / Hibernating
11041,305,5,92.94,1,Lost / Hibernating
11042,312,6,202.56,1,Lost / Hibernating
11043,284,7,91.09,1,Lost / Hibernating
11044,285,6,145.58,1,Lost / Hibernating
11045,266,10,160.02,1,Lost / Hibernating
11046,340,3,126.21,1,Lost / Hibernating
11047,256,3,159.78,1,Lost / Hibernating
11048,283,1,29.38,1,Lost / Hibernating
11049,181,4,46.49,1,Lost / Hibernating
11050,228,10,113.78,1,Lost / Hibernating
11051,214,9,230.45,1,Lost / Hibernating
11052,260,3,64.38,1,Lost / Hibernating
11053,212,8,162.45,1,Lost / Hibernating
11054,184,10,240.72,2,Loyal Customers
11055,370,11,178.33,1,Lost / Hibernating
11056,317,3,76.03,1,Lost / Hibernating
11057,182,1,22.83,1,Lost / Hibernating
11058,294,6,169.03,1,Lost / Hibernating
11059,234,7,152.67,1,Lost / Hibernating
11060,300,4,101.21,1,Lost / Hibernating
11061,218,12,211.51,1,Lost / Hibernating
11062,350,1,96.16,1,Lost / Hibernating
11063,317,9,119.46,1,Lost / Hibernating
11064,210,13,140.87,1,Lost / Hibernating
11065,264,6,98.34,1,Lost / Hibernating
11066,296,11,282.09,1,Lost / Hibernating
11067,214,3,167.31,1,Lost / Hibernating
11068,253,8,139.46,1,Lost / Hibernating
11069,234,1,146.1,1,Lost / Hibernating
11070,309,5,106.88,1,Lost / Hibernating
11071,311,12,243.57,1,Lost / Hibernating
11072,204,1,40.89,1,Lost / Hibernating
11073,189,10,171.76,1,Lost / Hibernating
11074,390,10,189.75,1,Lost / Hibernating
11075,228,5,55.01,1,Lost / Hibernating
11076,270,2,28.06,1,Lost / Hibernating
11077,259,4,89.85,1,Lost / Hibernating
11078,312,1,112.02,1,Lost / Hibernating
11079,348,4,133.23,1,Lost / Hibernating
11080,191,6,130.65,1,Lost / Hibernating
11081,255,5,181.68,1,Lost / Hibernating
11082,337,1,53.22,1,Lost / Hibernating
11083,189,7,174.06,1,Lost / Hibernating
11084,253,5,51.1,1,Lost / Hibernating
11085,354,6,126.28,1,Lost / Hibernating
11086,396,7,206.86,1,Lost / Hibernating
11087,209,7,98.41,1,Lost / Hibernating
11088,350,4,38.27,1,Lost / Hibernating
11089,301,10,168.99,1,Lost / Hibernating
11090,261,9,106.36,1,Lost / Hibernating
11091,353,3,61.72,1,Lost / Hibernating
11092,355,4,31.33,1,Lost / Hibernating
11093,270,10,159.32,1,Lost / Hibernating
11094,290,5,57.07,1,Lost / Hibernating
11095,395,6,92.11,1,Lost / Hibernating
11096,356,3,45.63,1,Lost / Hibernating
11097,198,6,178.94,1,Lost / Hibernating
11098,255,5,39.31,1,Lost / Hibernating
11099,356,13,212.46,1,Lost / Hibernating
11100,216,11,161.28,1,Lost / Hibernating
11101,264,1,104.49,1,Lost / Hibernating
11102,297,8,113.92,1,Lost / Hibernating
11103,247,4,96.98,1,Lost / Hibernating
11104,331,7,130.36,1,Lost / Hibernating
11105,329,4,56.79,1,Lost / Hibernating
11106,266,9,95.02,1,Lost / Hibernating
11107,330,1,19.98,1,Lost / Hibernating
11108,230,10,133.53,1,Lost / Hibernating
11109,210,5,183.28,1,Lost / Hibernating
11110,230,3,54.66,1,Lost / Hibernating
11111,201,10,102.04,1,Lost / Hibernating
11112,188,2,63.81,1,Lost / Hibernating
11113,274,9,137.34,1,Lost / Hibernating
11114,283,5,102.37,1,Lost / Hibernating
11115,200,9,190.08,1,Lost / Hibernating
11116,326,11,128.56,1,Lost / Hibernating
11117,340,4,75.87,1,Lost / Hibernating
11118,394,2,71.25,1,Lost / Hibernating
11119,345,9,170.39,1,Lost / Hibernating
11120,279,7,171.39,1,Lost / Hibernating
11121,266,1,67.56,1,Lost / Hibernating
11122,378,5,59.86,1,Lost / Hibernating
11123,300,4,58.76,1,Lost / Hibernating
11124,301,11,192.22,1,Lost / Hibernating
11125,361,3,30.66,1,Lost / Hibernating
11126,387,3,40.04,1,Lost / Hibernating
11127,221,5,126.6,1,Lost / Hibernating
11128,371,10,128.32,1,Lost / Hibernating
11129,238,3,85.25,1,Lost / Hibernating
11130,312,6,161.99,1,Lost / Hibernating
11131,208,9,169.97,1,Lost / Hibernating
11132,233,8,138.29,1,Lost / Hibernating
11133,392,2,61.47,1,Lost / Hibernating
11134,244,10,186.84,1,Lost / Hibernating
11135,387,3,79.94,1,Lost / Hibernating
11136,401,3,54.25,1,Lost / Hibernating
11137,281,7,107.51,1,Lost / Hibernating
11138,383,7,152.2,1,Lost / Hibernating
11139,269,11,173.26,1,Lost / Hibernating
11140,246,1,114.84,1,Lost / Hibernating
11141,220,2,65.16,1,Lost / Hibernating
11142,195,6,61.75,1,Lost / Hibernating
11143,321,2,88.03,1,Lost / Hibernating
11144,192,5,58.25,1,Lost / Hibernating
11145,392,8,137.42,1,Lost / Hibernating
11146,335,8,126.01,1,Lost / Hibernating
11147,208,11,133.88,1,Lost / Hibernating
11148,277,1,58.12,1,Lost / Hibernating
11149,182,10,244.71,2,Loyal Customers
11150,401,3,116.56,1,Lost / Hibernating
11151,250,6,205.65,1,Lost / Hibernating
11152,280,5,60.21,1,Lost / Hibernating
11153,229,10,184.01,1,Lost / Hibernating
11154,228,7,114.43,1,Lost / Hibernating
11155,346,10,222.5,1,Lost / Hibernating
11156,323,10,249.85,1,Lost / Hibernating
11157,332,5,52.63,1,Lost / Hibernating
11158,281,7,112.09,1,Lost / Hibernating
11159,225,11,149.35,1,Lost / Hibernating
11160,204,5,37.79,1,Lost / Hibernating
11161,360,5,152.28,1,Lost / Hibernating
11162,379,6,103.03,1,Lost / Hibernating
11163,272,9,196.17,1,Lost / Hibernating
11164,354,9,106.62,1,Lost / Hibernating
11165,399,3,87.3,1,Lost / Hibernating
11166,309,2,64.78,1,Lost / Hibernating
11167,188,4,50.5,1,Lost / Hibernating
11168,215,3,190.03,1,Lost / Hibernating
11169,291,11,119.06,1,Lost / Hibernating
11170,279,5,87.18,1,Lost / Hibernating
11171,339,3,86.05,1,Lost / Hibernating
11172,361,8,143.46,1,Lost / Hibernating
11173,388,3,52.68,1,Lost / Hibernating
11174,281,4,70.04,1,Lost / Hibernating
11175,246,10,133.69,1,Lost / Hibernating
11176,193,2,51.4,1,Lost / Hibernating
11177,286,4,51.87,1,Lost / Hibernating
11178,302,7,101.39,1,Lost / Hibernating
11179,274,14,192.67,1,Lost / Hibernating
11180,267,2,62.52,1,Lost / Hibernating
11181,205,4,109.42,1,Lost / Hibernating
11182,222,12,163.44,1,Lost / Hibernating
11183,283,4,179.41,1,Lost / Hibernating
11184,275,7,105.53,1,Lost / Hibernating
11185,320,4,41.57,1,Lost / Hibernating
11186,382,8,137.25,1,Lost / Hibernating
11187,339,2,35.98,1,Lost / Hibernating
11188,349,15,212.16,1,Lost / Hibernating
11189,287,3,97.51,1,Lost / Hibernating
11190,350,4,117.96,1,Lost / Hibernating
11191,341,4,91.26,1,Lost / Hibernating
11192,393,5,85.0,1,Lost / Hibernating
11193,320,7,201.0,1,Lost / Hibernating
11194,196,5,115.97,1,Lost / Hibernating
11195,309,10,180.7,1,Lost / Hibernating
11196,208,8,124.48,1,Lost / Hibernating
11197,210,2,166.86,1,Lost / Hibernating
11198,211,5,36.77,1,Lost / Hibernating
11199,219,3,52.68,1,Lost / Hibernating
11200,329,11,145.88,1,Lost / Hibernating
